company_name,job_role,job_location,salary_lpa,skills,company_rating,standardized_job_role
Optivisio Infotech Pvt Ltd,Sr. Cloud/DevOps Engineer,Remote,6.0,"CI/CD, Node.js, React, DevOps, PaaS",0.0,Cloud Engineer
Rackspace,Cloud Practice Engineer,Bengaluru,17.272727272727273,"CI/CD, Cloud infrastructure, Cloud architecture, PCI, DevOps",3.5,Cloud Engineer
Virtusa,AWS Cloud DevOps Engineer,Chennai,4.5,"Jira, AWS, Confluence, Agile",3.7,Cloud Engineer
Creencia Technologies Private Limited,Cloud Engineer/Specialist - Devops,Mumbai,12.0,"Cloud infrastructure, DevOps, Microsoft SQL Server, PaaS, Build automation",0.0,Cloud Engineer
SAP,Cloud Performance Engineer - Performance and Scalability Testing | 3-7 y,Bengaluru,7.5,"Node.js, Kubernetes, SAP, ERP systems, Docker",4.2,Cloud Engineer
NOYCE,Cloud Computing in AWS or Microsoft azure,India,4.2,"CI/CD, Cloud infrastructure, Azure, Cloud architecture, DevOps",0.0,Cloud Engineer
UMENIT SOLUTIONS LLP,Azure DevOps Engineer,Remote,15.5,"CI/CD, Elasticsearch, Azure, Kubernetes, Git",0.0,Cloud Engineer
Jinendra infotech pvt ltd.,Cloud Engineer(Private cloud),Remote,12.0,"TCP, Cloud infrastructure, System administration, Operating systems, Oracle",0.0,Cloud Engineer
Creencia Technologies Private Limited,Cloud Engineer Devops- GCP,India,9.5,"Cloud infrastructure, PaaS, Build automation, Terraform, IaaS",4.5,Cloud Engineer
Deutsche Bank,Google-Cloud Engineer,Pune,12.577608695652176,"Pentaho, Big data, Spark, Test-driven development, Apache Hive",4.0,Cloud Engineer
HiringGo,Azure Cloud Engineer,Delhi,12.0,"CI/CD, Cloud infrastructure, Azure, Software troubleshooting, Kubernetes",0.0,Cloud Engineer
EVERSANA,Public Cloud Platform Engineer,Pune,6.0,"Cloud infrastructure, Azure, PaaS, Git, AWS",3.5,Cloud Engineer
42 Gears Mobility Systems,Cloud Engineer,Bengaluru,9.299130434782608,"TCP, Operating systems, Software troubleshooting, Kubernetes, Load balancing",4.1,Cloud Engineer
Ciel HR Services Pvt Ltd,L2 cloud Engineer,Navi Mumbai,10.0,"Azure, Software deployment, Business development, AWS, Banking",4.0,Cloud Engineer
Paxcom India,AWS Cloud Engineer,Bengaluru,7.558181818181819,"System administration, Software troubleshooting, Software deployment, Disaster recovery, AWS",4.3,Cloud Engineer
Oracle,Oracle Cloud Operation Engineer,Bengaluru,16.90029411764706,"CI/CD, Oracle, Kubernetes, Disaster recovery, Git",3.8,Cloud Engineer
Betaque,Cloud Engineer,Indore,7.666666666666667,"Azure, Cloud architecture, NoSQL, SQL, AWS",5.0,Cloud Engineer
NICE Systems,Cloud Transformation Engineer,Pune,7.558181818181819,"Performance tuning, Oracle, Tomcat, Microsoft SQL Server, Windows",4.3,Cloud Engineer
TechGyan,Cloud Customer Engineer,India,11.429259259259261,"Azure, English, Microsoft Office, Presentation skills, SharePoint",3.9,Cloud Engineer
CGI,Cloud Engineer - Middleware,Mumbai,16.90029411764706,"Azure, Kubernetes, Ansible, AWS, Docker",3.8,Cloud Engineer
Cybrisk Tech Pvt Ltd,Cloud Engineer,India,3.48,"TensorFlow, CI/CD, Cloud infrastructure, Azure, Kubernetes",0.0,Cloud Engineer
Appex Innovation,Cloud Infrastructure Engineer,Mumbai,5.0,"CI/CD, Cloud infrastructure, Azure, Load balancing, Tomcat",3.8,Cloud Engineer
Dicetek LLC,Cloud DevOps Engineer,Gurgaon,7.5,"CI/CD, Elasticsearch, Cloud infrastructure, Azure, Kubernetes",4.3,Cloud Engineer
